Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,California,Male,45-54 years,917,"8,905",924,525,33,"1,349",
11/18/2020,2/1/2020,11/14/2020,California,Male,50-64 years,"2,421","24,500","2,661","1,419",94,"3,757",
11/18/2020,2/1/2020,11/14/2020,California,Male,55-64 years,"1,888","19,161","2,109","1,112",71,"2,956",
11/18/2020,2/1/2020,11/14/2020,California,Male,65-74 years,"2,484","26,325","3,137","1,468",64,"4,215",
11/18/2020,2/1/2020,11/14/2020,California,Male,75-84 years,"2,336","28,414","3,416","1,380",58,"4,430",
11/18/2020,2/1/2020,11/14/2020,California,Male,85 years and over,"2,084","30,401","3,195","1,119",52,"4,212",
11/18/2020,2/1/2020,11/14/2020,California,Female,All Ages,"7,428","109,848","10,224","4,016",275,"13,911",
11/18/2020,2/1/2020,11/14/2020,California,Female,Under 1 year,0,574,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,0-17 years,0,970,19,0,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,1-4 years,0,93,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,5-14 years,0,174,11,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,15-24 years,25,703,23,0,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,18-29 years,46,"1,238",59,21,0,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,California,Female,25-34 years,69,"1,510",86,32,10,133,
11/18/2020,2/1/2020,11/14/2020,California,Female,30-49 years,330,"5,229",402,167,24,589,
11/18/2020,2/1/2020,11/14/2020,California,Female,35-44 years,154,"2,437",189,82,10,271,
11/18/2020,2/1/2020,11/14/2020,California,Female,45-54 years,356,"4,965",450,200,22,628,
11/18/2020,2/1/2020,11/14/2020,California,Female,50-64 years,"1,027","14,022","1,409",612,59,"1,883",
11/18/2020,2/1/2020,11/14/2020,California,Female,55-64 years,801,"11,003","1,123",479,46,"1,491",
11/18/2020,2/1/2020,11/14/2020,California,Female,65-74 years,"1,380","17,921","1,935",827,48,"2,536",
11/18/2020,2/1/2020,11/14/2020,California,Female,75-84 years,"1,835","25,630","2,590","1,019",70,"3,476",
11/18/2020,2/1/2020,11/14/2020,California,Female,85 years and over,"2,807","44,838","3,810","1,370",63,"5,310",
11/18/2020,2/1/2020,11/14/2020,Colorado,All Sexes,All Ages,"2,324","35,290","2,777","1,166",96,"4,026",
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,All Ages,"1,288","18,850","1,545",681,48,"2,198",
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,Under 1 year,0,125,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,0-17 years,0,270,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,1-4 years,0,24,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,5-14 years,0,48,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,15-24 years,0,418,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,18-29 years,0,717,0,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,25-34 years,0,793,21,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,30-49 years,62,"1,949",86,29,0,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,35-44 years,22,961,40,10,0,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,45-54 years,82,"1,344",84,40,0,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,50-64 years,213,"3,580",269,110,15,387,
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,55-64 years,168,"2,803",215,86,11,308,
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,65-74 years,279,"3,975",373,155,10,507,
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,75-84 years,352,"4,250",435,205,0,586,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Male,85 years and over,373,"4,109",372,179,10,574,
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,All Ages,"1,036","16,439","1,232",485,48,"1,828",
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,Under 1 year,0,124,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,0-17 years,0,193,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,1-4 years,0,10,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,5-14 years,0,26,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,15-24 years,0,158,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,18-29 years,0,244,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,25-34 years,0,307,11,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,30-49 years,20,954,48,0,0,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,35-44 years,11,444,25,0,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,45-54 years,29,817,49,14,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,50-64 years,86,"2,148",154,50,14,204,
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,55-64 years,63,"1,653",119,38,11,155,
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,65-74 years,156,"2,762",202,74,0,291,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,75-84 years,284,"3,836",345,130,0,504,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Colorado,Female,85 years and over,487,"6,302",473,223,13,750,
11/18/2020,2/1/2020,11/14/2020,Connecticut,All Sexes,All Ages,"4,564","26,792","2,106",988,72,"5,751",
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,All Ages,"2,193","13,324","1,103",521,35,"2,807",
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,Under 1 year,0,61,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,0-17 years,0,94,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,15-24 years,0,147,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,18-29 years,0,295,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,25-34 years,10,385,0,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,30-49 years,59,982,24,0,0,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,35-44 years,19,437,12,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,45-54 years,79,851,33,14,0,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,50-64 years,295,"2,412",142,69,0,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,55-64 years,249,"1,885",118,57,0,314,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,65-74 years,472,"2,567",241,122,11,599,
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,75-84 years,602,"3,119",293,140,0,762,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Male,85 years and over,761,"3,855",401,184,0,987,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,All Ages,"2,371","13,451","1,002",467,36,"2,942",
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,Under 1 year,0,38,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,0-17 years,0,59,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,5-14 years,0,10,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,15-24 years,0,53,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,18-29 years,0,99,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,25-34 years,0,121,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,30-49 years,25,462,14,0,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,35-44 years,10,226,0,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,45-54 years,27,436,18,0,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,50-64 years,146,"1,377",80,32,0,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,55-64 years,131,"1,109",68,28,0,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,65-74 years,310,"1,864",169,73,0,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,75-84 years,592,"3,134",268,135,12,737,
11/18/2020,2/1/2020,11/14/2020,Connecticut,Female,85 years and over,"1,295","6,456",470,223,11,"1,553",
11/18/2020,2/1/2020,11/14/2020,Delaware,All Sexes,All Ages,617,"7,973",550,237,16,946,
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,All Ages,288,"4,057",268,121,0,440,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,Under 1 year,0,19,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,0-17 years,0,42,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,15-24 years,0,63,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,18-29 years,0,96,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,25-34 years,0,130,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,30-49 years,11,334,0,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,35-44 years,0,149,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Delaware,Male,45-54 years,12,264,11,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
